"Deal - ID","Person - ID","Deal - Deal created","Deal - Stage","Deal - Status","Deal - Lost reason","Deal - Nazwa kursu","Deal - Termin zakończenia kursu","Deal - Certyfikat - numer","Deal - Źródło finansowania","Person - Znaleziona praca - czy znalazł pracę","Person - Znaleziona praca - czy związana z kursem","Person - Znaleziona praca - czy się przebranżowił"
"123005","157760","2022-06-09 08:22:46","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","_old_Scrum Master","","2022/7/46","Orange","","",""
"132600","147509","2022-06-07 09:15:08","Odbyte konsultacje","Open","","Business Intelligence","","2022/10/10","Własne","Tak","Tak","Nie"
"132694","89310","2022-06-06 15:54:15","Propozycja konsultacji","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","2022-10-29","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"122610","157503","2022-06-06 11:17:00","Kandydaci","Open","","Cybersecurity","","2022/8/3","Własne","Brak informacji","",""
"122445","157602","2022-06-03 14:31:28","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","","2022/7/20","Własne","","",""
"152614","160055","2022-06-03 12:19:09","Kolejka","Lost","4.8 Duplikat","","","","","","",""
"153217","160055","2022-06-03 12:19:09","Kolejka","Lost","4.8 Duplikat","","","","","","",""
"154377","160055","2022-06-03 12:19:09","Kolejka","Lost","4.8 Duplikat","","","","","","",""
"154731","160055","2022-06-03 12:19:09","Kolejka","Lost","4.8 Duplikat","","","","","","",""
"155106","160055","2022-06-03 12:19:09","Kolejka","Lost","4.8 Duplikat","","","","","","",""
"132663","154176","2022-06-01 10:15:22","Odbyte konsultacje","Open","","UX Designer","","2022/11/8","Inne","Tak","Nie","Nie"
"122040","143238","2022-06-01 09:55:25","Kandydaci","Open","","_old_Scrum Master","","2022/7/43","Własne","Tak","Nie","Tak"
"132599","120863","2022-06-01 09:30:42","Odbyte konsultacje","Open","","UX Designer","","2022/12/15","Własne","Tak","Tak","Tak"
"122038","151442","2022-06-01 09:20:05","Odbyte konsultacje","Open","","Tester Oprogramowania","","2022/8/72","Własne","Tak","Nie","Nie"
"132662","156979","2022-06-01 08:59:45","Propozycja konsultacji","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","","2022/8/53","Urząd Pracy","Brak informacji","",""
"122033","149642","2022-06-01 08:19:05","Kandydaci","Open","","Tester Oprogramowania","","2022/8/46","Własne","Tak","Tak","Tak"
"121946","152761","2022-05-31 11:12:15","Kandydaci","Lost","4.3 Samodzielnie znalazł pracę","_old_Scrum Master","","2022/7/28","Własne","Tak","Tak","Tak"
"121935","155317","2022-05-31 09:23:00","Kandydaci","Open","","Tester Oprogramowania","","2022/8/37","Orange","Tak","Nie","Częściowo"
"121801","159310","2022-05-30 15:05:01","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","","2022/9/47","Amazon","","",""
"121786","137713","2022-05-30 12:28:48","Odbyte konsultacje","Open","","Data Science","","2022.05/28","Własne","Nie - nadal w tej samej pracy","Nie","Nie"
"121766","159390","2022-05-30 09:29:15","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Tester Oprogramowania","","2022/8/32","Orange","","",""
"121765","159388","2022-05-30 09:25:55","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Tester Oprogramowania","","2022/8/54","Orange","Tak","Nie","Nie"
"132598","152840","2022-05-30 08:50:23","Odbyte konsultacje","Open","","Python Developer","2022-06-11","2022/10/20","Urząd Pracy","Tak","Tak","Tak"
"132693","158314","2022-05-27 16:18:52","Kolejka","Lost","4.4 Przeterminowani","Data Science","","","Santander","","",""
"132597","138723","2022-05-26 14:31:04","Odbyte konsultacje","Open","","UX Designer","","2022/11/7","Inne","Tak","Nie","Nie"
"132596","133403","2022-05-26 14:02:29","Odbyte konsultacje","Open","","UX Designer","","","Inne","Tak","Nie","Nie"
"121533","154523","2022-05-26 11:17:23","Kandydaci","Open","","Tester Oprogramowania","","2022/9/33","Własne","Tak","Tak","Nie"
"121492","157070","2022-05-25 13:55:55","Propozycja konsultacji","Lost","4.4 Przeterminowani","Tester Oprogramowania","","2022/8/58","Urząd Pracy","","",""
"132692","157616","2022-05-25 11:12:03","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Własne","","",""
"132595","152845","2022-05-25 09:17:52","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Własne","","",""
"132661","157105","2022-05-25 09:17:51","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Własne","","",""
"132660","155147","2022-05-24 11:17:50","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Santander","","",""
"132777","158709","2022-05-24 11:17:49","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Własne","","",""
"121286","158432","2022-05-23 09:55:42","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","2022-07-17","2022/7/48","Amazon","Nie - nadal w tej samej pracy","Brak informacji","Brak informacji"
"121285","158652","2022-05-23 09:31:43","Propozycja konsultacji","Lost","4.4 Przeterminowani","Cybersecurity","","2022/7/53","Inne","","",""
"121280","158650","2022-05-23 09:27:31","Propozycja konsultacji","Lost","4.4 Przeterminowani","Cybersecurity","","2022/8/4","Inne","","",""
"121279","158649","2022-05-23 09:21:56","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Cybersecurity","2022-07-27","2022/8/5","Orange","","",""
"121278","156430","2022-05-23 09:18:45","Zakwalifikowani","Lost","4.3 Samodzielnie znalazł pracę","Cybersecurity","2022-07-27","2022/8/6","Orange","","",""
"121277","158648","2022-05-23 09:17:02","Kandydaci","Open","","Cybersecurity","","2022/8/7","Orange","Tak","Nie","Nie"
"121276","158647","2022-05-23 09:13:10","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Cybersecurity","2022-07-27","2022/7/52","Orange","","",""
"121275","146098","2022-05-23 09:05:55","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Cybersecurity","2022-07-27","2022/8/8","Orange","","",""
"132594","136260","2022-05-20 13:48:45","Odbyte konsultacje","Open","","_old_UX Designer Hybrydowy","2022-08-20","2023/8/14","Własne","Tak","Nie","Nie"
"121115","158121","2022-05-20 13:39:43","Kandydaci","Open","","Tester Oprogramowania","2022-07-24","2022/8/26","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"132593","153485","2022-05-20 11:37:58","Kolejka","Lost","4.4 Przeterminowani","Data Science","2022-09-03","","Urząd Pracy","","",""
"121091","155872","2022-05-20 08:55:24","Odbyte konsultacje","Open","","_old_Scrum Master","2022-06-12","2022/6/62","Własne","Tak","Nie","Tak"
"121090","157088","2022-05-20 08:51:56","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","2022-06-12","2022/6/59","Własne","","",""
"121089","91223","2022-05-20 08:48:48","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","2022-06-12","2022.06/25","Pracodawca","","",""
"121088","158418","2022-05-20 08:42:47","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","_old_Scrum Master","2022-06-12","2022/6/38","Orange","","",""
"121087","151092","2022-05-20 08:37:49","Odbyte konsultacje","Open","","_old_Scrum Master","2022-06-12","2022/6/60","Własne","Tak","Nie","Nie"
"121082","155549","2022-05-20 08:25:22","Kandydaci","Open","","_old_Scrum Master","2022-06-12","2022/6/35","Orange","Nie","",""
"132592","147675","2022-05-19 16:23:25","Kandydaci","Open","","UX Designer","2022-12-24","2023/8/33","Orange","Tak","Nie","Nie"
"120936","158352","2022-05-19 16:17:20","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Python Developer","2022-07-31","2022/9/32","Orange","","",""
"132659","154445","2022-05-18 15:55:30","Kolejka","Lost","4.4 Przeterminowani","Data Science","2022-09-03","","Urząd Pracy","","",""
"132691","158105","2022-05-17 08:53:03","Kolejka","Lost","4.4 Przeterminowani","Python Developer","2022-09-10","2022/12/16","Własne","","",""
"120716","155899","2022-05-17 08:05:23","Odbyte konsultacje","Open","","_old_Scrum Master","2022-07-17","2022/7/45","Własne","Tak","Tak","Tak"
"132658","157611","2022-05-17 08:05:23","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-08-20","2023/3/1","Własne","","",""
"120689","156066","2022-05-16 15:43:04","Po konsultacji CV","Lost","4.3 Samodzielnie znalazł pracę","UX Designer","2022-08-28","2022/9/18","Orange","Tak","Tak","Tak"
"132657","156921","2022-05-16 15:40:55","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","UX Designer","2022-08-27","","Orange","","",""
"132690","158034","2022-05-16 15:39:02","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","UX Designer","2022-08-27","","Orange","","",""
"132591","146678","2022-05-16 15:34:35","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","UX Designer","2022-08-27","","Orange","","",""
"132656","154796","2022-05-16 15:32:17","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","UX Designer","2022-08-27","","Orange","","",""
"120684","158031","2022-05-16 15:27:20","Po konsultacji CV","Lost","4.5 Urwany kontakt","Tester Oprogramowania","2022-07-10","2022/8/18","Orange","Nie","Brak informacji","Brak informacji"
"120683","153378","2022-05-16 15:23:20","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Tester Oprogramowania","2022-07-10","2022/8/12","Orange","Tak","Tak","Tak"
"120682","155945","2022-05-16 15:20:40","Kandydaci","Lost","4.3 Samodzielnie znalazł pracę","Tester Oprogramowania","2022-07-10","2022/8/1","Orange","Tak","Tak","Tak"
"120681","158030","2022-05-16 15:17:27","Po konsultacji CV","Lost","4.5 Urwany kontakt","Tester Oprogramowania","2022-07-10","2022/8/28","Orange","Tak","Tak","Tak"
"120680","158029","2022-05-16 15:13:36","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Tester Oprogramowania","2022-07-10","2022/8/13","Orange","","",""
"120679","154626","2022-05-16 15:10:21","Kandydaci","Open","","Tester Oprogramowania","2022-07-10","2022/8/24","Orange","Tak","Tak","Tak"
"120678","155529","2022-05-16 15:08:00","Kandydaci","Open","","Tester Oprogramowania","2022-07-10","2022/8/19","Orange","Tak","Tak","Tak"
"120677","147350","2022-05-16 15:04:45","Kandydaci","Open","","Tester Oprogramowania","2022-07-10","2022/7/51","Orange","Tak","Nie","Tak"
"120676","175238","2022-05-16 15:02:18","Kandydaci","Lost","4.3 Samodzielnie znalazł pracę","Tester Oprogramowania","2022-07-10","2022/7/50","Orange","Tak","Tak","Tak"
"120670","149065","2022-05-16 14:40:59","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Product Owner","2022-06-12","2022/4/10","Uniwersytet Sukcesu","","",""
"120669","94088","2022-05-16 14:37:26","Propozycja konsultacji","Lost","4.1 Niezainteresowany wsparciem HR","_old_Product Owner","2022-06-12","'2020.06/15","Inne","","",""
"120647","154360","2022-05-16 10:05:43","Propozycja konsultacji","Lost","4.4 Przeterminowani","Data Science","2022-07-10","2022/9/8","Pracodawca","","",""
"120642","151325","2022-05-16 09:33:03","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Business Intelligence","2022-08-07","2022/8/56","Orange","","",""
"120640","157987","2022-05-16 09:28:08","Po konsultacji CV","Lost","4.3 Samodzielnie znalazł pracę","Business Intelligence","2022-08-07","2022/9/6","Orange","Tak","Tak","Tak"
"120638","149067","2022-05-16 09:19:24","Po konsultacji CV","Lost","4.3 Samodzielnie znalazł pracę","Business Intelligence","2022-07-03","2022/7/8","Orange","Tak","Tak","Tak"
"120634","152818","2022-05-16 09:06:50","Kandydaci","Open","","Business Intelligence","2022-07-03","2022/7/18","Orange","Tak","Tak","Tak"
"132689","157981","2022-05-16 08:50:02","Odbyte konsultacje","Open","","Java Developer - Pełny kurs","2022-10-22","2022/7/37, 2022/11/2","Urząd Pracy","Tak","Tak","Tak"
"120631","147155","2022-05-16 08:08:58","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Product Owner","2022-06-12","2022/6/57","Santander","","",""
"120629","157955","2022-05-16 07:54:34","Odbyte konsultacje","Open","","_old_Scrum Master","2022-07-17","2022/7/44","Własne","Tak","Tak","Tak"
"132655","155753","2022-05-16 07:48:36","Kolejka","Lost","4.4 Przeterminowani","Data Science","2022-09-03","","Własne","","",""
"132590","149268","2022-05-13 16:21:00","Kolejka","Lost","4.4 Przeterminowani","UX Designer","","","Własne","","",""
"132654","157066","2022-05-13 10:21:31","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Santander","","",""
"132688","157626","2022-05-13 10:14:10","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Własne","","",""
"132653","157535","2022-05-13 10:14:08","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Własne","","",""
"132651","157175","2022-05-13 10:13:35","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Własne","","",""
"132652","156515","2022-05-13 10:13:35","Propozycja konsultacji","Lost","4.4 Przeterminowani","Java Developer - Pełny kurs","","2022/12/18","Własne","","",""
"132589","145383","2022-05-13 10:13:34","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Własne","","",""
"132650","157222","2022-05-13 10:12:41","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Własne","","",""
"132649","154074","2022-05-12 14:33:18","Propozycja konsultacji","Lost","4.4 Przeterminowani","Java Developer - Pełny kurs","2023-01-21","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"132687","157750","2022-05-12 12:30:25","Kolejka","Lost","4.4 Przeterminowani","Data Science","2022-09-03","","Własne","","",""
"132588","139425","2022-05-11 15:34:39","Propozycja konsultacji","Lost","4.4 Przeterminowani","Java Developer - First Project","2022-10-29","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"132587","114641","2022-05-11 15:13:59","Propozycja konsultacji","Lost","4.4 Przeterminowani","Java Developer - First Project","2022-10-29","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"132586","125482","2022-05-11 11:49:41","Kandydaci","Open","","_old_UX Designer Hybrydowy","","2022/10/22","Własne","Tak","Tak","Nie"
"120191","157466","2022-05-11 09:27:09","Kandydaci","Open","","_old_Product Owner","","2022/6/48","Własne","Tak","Tak","Tak"
"119909","153934","2022-05-09 16:18:02","Kandydaci","Open","","_old_Scrum Master","","2022/7/22","Własne","Nie","",""
"132648","154062","2022-05-09 09:48:02","Kolejka","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","","","Własne","","",""
"119893","157401","2022-05-09 08:30:13","Kandydaci","Open","","_old_Scrum Master","2022-07-17","2022/7/29","Amazon","Tak","Nie","Nie"
"119816","155141","2022-05-06 13:08:35","Kandydaci","Open","","Tester Oprogramowania","2022-07-10","2022/8/20","Urząd Pracy","Nie","",""
"119811","100099","2022-05-06 12:03:41","Odbyte konsultacje","Open","","_old_Scrum Master","","2022/6/24","Własne","Tak","Tak","Tak"
"119810","155313","2022-05-06 11:49:48","Odbyte konsultacje","Open","","_old_Scrum Master","2022-06-12","2022/6/58","Własne","Tak","Tak","Tak"
"119808","156152","2022-05-06 11:43:06","Odbyte konsultacje","Open","","_old_Scrum Master","2022-06-12","2022/6/63","Urząd Pracy","Nie","Nie","Nie"
"119772","151589","2022-05-05 09:10:38","Odbyte konsultacje","Open","","_old_Product Owner","2022-06-12","2022.06/51","Santander","Tak","Tak","Tak"
"132585","134816","2022-05-04 19:22:35","Propozycja konsultacji","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","","","Santander","","",""
"119718","156738","2022-05-04 11:21:40","Odbyte konsultacje","Open","","Tester Oprogramowania","2022-07-24","2022/8/34","Santander","Brak informacji","Brak informacji","Brak informacji"
"119716","156709","2022-05-04 08:22:13","Propozycja konsultacji","Lost","4.4 Przeterminowani","Tester Oprogramowania","2022-07-24","2022/8/33","Własne","","",""
"119662","156696","2022-04-29 17:26:19","Odbyte konsultacje","Open","","_old_Scrum Master","","2022/7/32","Własne","Tak","Nie","Nie"
"119661","111258","2022-04-29 17:25:06","Kandydaci","Open","","Tester Oprogramowania","2022-07-24","2022/8/30","Własne","Tak","Nie","Nie"
"119629","111843","2022-04-29 09:15:01","Propozycja konsultacji","Lost","4.4 Przeterminowani","Business Intelligence","2022-07-24","2022/8/36","Pracodawca","Tak","Tak","Nie"
"119547","114565","2022-04-28 16:02:48","Propozycja konsultacji","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","2022-03-13","'2022.04/31","Amazon","Brak informacji","Brak informacji","Brak informacji"
"119546","155587","2022-04-28 15:55:38","Propozycja konsultacji","Lost","4.4 Przeterminowani","Tester Oprogramowania","","2022/8/31","Własne","","",""
"119539","150595","2022-04-28 13:48:47","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Product Owner","2022-06-12","2022/6/50","Urząd Pracy","","",""
"119538","150071","2022-04-28 13:21:54","Propozycja konsultacji","Lost","4.4 Przeterminowani","Tester Oprogramowania","2022-07-10","2022/8/22","Urząd Pracy","","",""
"119380","134260","2022-04-27 09:32:00","Kandydaci","Open","","Tester Oprogramowania","2022-07-24","2022/8/29","Santander","Tak","Tak","Tak"
"132647","153621","2022-04-27 09:23:25","Kolejka","Lost","4.4 Przeterminowani","Python Developer","2022-09-10","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"132584","152094","2022-04-27 09:20:43","Kolejka","Lost","4.4 Przeterminowani","Data Science","","","Własne","","",""
"119242","145054","2022-04-26 12:10:00","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Product Owner","2022-06-12","2022/6/47","Santander","","",""
"132583","152423","2022-04-26 11:56:54","Kandydaci","Open","","UX Designer","2022-08-27","2022/10/19","Własne","Tak","Nie","Tak"
"132646","156517","2022-04-26 07:39:46","Kolejka","Lost","4.4 Przeterminowani","UX Designer","2022-08-27","","Własne","","",""
"132582","126626","2022-04-25 15:39:54","Kandydaci","Open","","Frontend Developer - Pełny kurs","2022-09-10","2022/8/55, 2022/10/14","Własne","Tak","Trudno powiedzieć","Tak"
"119169","154061","2022-04-25 08:05:19","Propozycja konsultacji","Lost","4.4 Przeterminowani","Tester Oprogramowania","2022-07-24","2022/8/15","Własne","","",""
"119128","155037","2022-04-23 15:28:01","Kandydaci","Open","","_old_Scrum Master","2022-06-12","2022/6/37","Własne","Brak informacji","Brak informacji","Brak informacji"
"132581","151791","2022-04-22 13:38:07","Odbyte konsultacje","Lost","4.3 Samodzielnie znalazł pracę","Java Developer - Pełny kurs","","2022/7/35, 2022/11/1","Urząd Pracy","Tak","Tak","Tak"
"132645","155412","2022-04-22 13:21:17","Propozycja konsultacji","Lost","4.4 Przeterminowani","Frontend Developer - Js&React","2022-07-30","2022/7/55","Urząd Pracy","","",""
"118998","155759","2022-04-21 12:37:45","Odbyte konsultacje","Open","","_old_Scrum Master","","2022/6/26","Własne","Tak","Tak","Tak"
"132644","156135","2022-04-21 11:31:10","Kolejka","Lost","4.4 Przeterminowani","Data Science","","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"118991","155078","2022-04-21 11:06:56","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","2022-06-12","2022/6/36","Santander","","",""
"118941","155008","2022-04-20 10:16:03","Odbyte konsultacje","Open","","Business Intelligence","2022-07-24","2022/9/5","Santander","Nie - nadal w tej samej pracy","Nie","Nie"
"132643","156298","2022-04-19 15:16:09","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","2022/12/45","Własne","","",""
"118914","156272","2022-04-19 11:00:22","Kandydaci","Open","","Frontend Developer - Pełny kurs","2022-09-25","2022/9/35; 2022/9/20","Własne","Tak","Tak","Tak"
"132580","153180","2022-04-14 20:47:20","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-07-10","2023/1/22","Santander","","",""
"132642","155396","2022-04-14 16:43:13","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-07-10","","Własne","","",""
"118828","156043","2022-04-14 09:26:04","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","2022-06-12","2022/6/61","Amazon","Tak - awans w pracy","Brak informacji","Brak informacji"
"118822","151904","2022-04-14 07:44:42","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","2022-05-22","2022/6/64","Własne","","",""
"132641","156010","2022-04-13 12:43:47","Kolejka","Lost","4.4 Przeterminowani","Data Science","2022-08-27","2022/12/67","Własne","","",""
"118747","93830","2022-04-13 08:11:39","Po rozmowie 2","Open","","Business Intelligence","","2022/7/33","Orange","Nie - nadal w tej samej pracy","Nie","Nie"
"118745","147662","2022-04-13 07:58:34","Odbyte konsultacje","Open","","UX Designer","2022-07-10","2022/8/50","Inne","Tak","Nie","Nie"
"132640","154735","2022-04-12 16:10:49","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-07-10","","Santander","","",""
"118583","155026","2022-04-08 14:13:55","Odbyte konsultacje","Open","","Business Intelligence","2022-06-26","2022/7/23","Santander","Tak","Tak","Tak"
"118574","154953","2022-04-08 12:56:51","Propozycja konsultacji","Lost","4.4 Przeterminowani","Tester Automatyzujący","2022-06-19","2022/8/14","Santander","","",""
"118502","154066","2022-04-07 10:13:43","Kandydaci","Open","","Business Intelligence","2022-06-26","2022/7/16","Santander","Tak","Tak","Tak"
"118434","155521","2022-04-06 08:09:39","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","_old_Scrum Master","2022-04-03","'2022.04/03","Orange","","",""
"118059","154640","2022-04-01 17:00:12","Kandydaci","Open","","_old_Scrum Master","2022-05-08","'2022.05/16","Orange","Nie - nadal w tej samej pracy","Nie","Nie"
"118053","154200","2022-04-01 15:17:25","Po konsultacji CV","Lost","4.3 Samodzielnie znalazł pracę","UX Designer","2022-07-10","2022/8/51","Orange","Tak","Tak","Tak"
"118045","155066","2022-04-01 13:47:39","Odbyte konsultacje","Open","","Tester Oprogramowania","2022-05-29","'2022.06/12","BUR","Tak","Nie","Nie"
"118042","153678","2022-04-01 12:21:31","Odbyte konsultacje","Open","","_old_Scrum Master","2022-05-08","'2022.05/23","Własne","Tak","Nie","Tak"
"118023","153217","2022-04-01 10:15:41","Odbyte konsultacje","Open","","Tester Oprogramowania","2022-05-29","2022/6/22","Urząd Pracy","Nie","",""
"118016","149548","2022-04-01 09:31:11","Kandydaci","Open","","UX Designer","2022-07-24","2022/8/47","Urząd Pracy","Tak","Tak","Nie"
"118014","119011","2022-04-01 08:55:25","Po konsultacji CV","Lost","4.1 Niezainteresowany wsparciem HR","Tester Oprogramowania","2022-05-29","2022.06/20","Orange","Brak informacji","Brak informacji","Brak informacji"
"118012","154048","2022-04-01 08:38:31","Po rozmowie 2","Lost","4.3 Samodzielnie znalazł pracę","_old_Scrum Master","2022-05-08","'2022.05/35","Orange","Tak","Tak","Tak"
"118011","155033","2022-04-01 08:29:10","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","_old_Scrum Master","2022-05-08","'2022.05/38","Orange","","",""
"118010","140115","2022-04-01 08:23:00","Po rozmowie 2","Lost","4.3 Samodzielnie znalazł pracę","_old_Scrum Master","2022-05-08","'2022.05/09","Orange","Tak","Tak","Tak"
"117946","153226","2022-03-31 15:19:18","Kandydaci","Open","","UX Designer","2022-07-24","2022/8/48","Własne","Tak","Tak","Tak"
"132579","118236","2022-03-31 11:16:08","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-07-10","","Własne","","",""
"132639","154175","2022-03-31 10:22:30","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","","","Własne","","",""
"132578","139029","2022-03-31 10:10:30","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-07-10","2023/9/33","Własne","","",""
"132638","154691","2022-03-31 09:30:50","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-07-10","","Santander","","",""
"132577","129912","2022-03-31 09:18:35","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-07-10","","Santander","","",""
"132576","153316","2022-03-31 08:40:11","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-07-10","","Własne","","",""
"117868","152864","2022-03-30 16:10:03","Odbyte konsultacje","Open","","_old_Scrum Master","2022-05-08","'2022.05/11","Własne","Tak","Nie","Nie"
"117859","150995","2022-03-30 13:47:19","Odbyte konsultacje","Lost","4.3 Samodzielnie znalazł pracę","Tester Oprogramowania","2022-05-29","2022.06/41","Urząd Pracy","Tak","Tak","Tak"
"117853","114046","2022-03-30 13:02:19","Kandydaci","Open","","Tester Oprogramowania","2022-05-29","2022.06/30","Urząd Pracy","Tak","Tak","Tak"
"117782","152368","2022-03-29 17:07:30","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","2022-05-08","'2022.05/22","Własne","","",""
"117781","154654","2022-03-29 16:58:06","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","2022-05-08","'2022.05/33","Własne","","",""
"117747","154578","2022-03-29 08:46:57","Propozycja konsultacji","Lost","4.4 Przeterminowani","Tester Oprogramowania","2022-05-29","2022.6/23","Własne","","",""
"117746","149920","2022-03-29 08:17:42","Kandydaci","Open","","Tester Oprogramowania","2022-05-29","2022.06/34","Urząd Pracy","Tak","Tak","Tak"
"117706","141256","2022-03-28 11:41:51","Propozycja konsultacji","Lost","4.4 Przeterminowani","Data Science","2022-07-10","2022/9/34","Inne","","",""
"132575","123334","2022-03-24 21:12:05","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-07-10","","Santander","","",""
"117632","153875","2022-03-24 20:30:23","Kandydaci","Open","","Data Science","2022-07-10","2022/8/38","Własne","Nie - nadal w tej samej pracy","Tak","Nie"
"117469","150237","2022-03-24 16:18:25","Odbyte konsultacje","Open","","_old_Scrum Master","2022-05-08","'2022.05/10","Własne","Tak","Nie","Nie"
"117446","150988","2022-03-24 09:37:55","Odbyte konsultacje","Open","","_old_Scrum Master","2022-05-08","'2022.05/15","Amazon","Tak","Tak","Tak"
"117444","152576","2022-03-24 06:50:59","Odbyte konsultacje","Open","","_old_Scrum Master","2022-05-08","'2022.05/34","Własne","Tak","Nie","Nie"
"117427","153982","2022-03-23 14:17:00","Kandydaci","Open","","Data Science","2022-07-10","2022/8/40","Santander","Brak informacji","","Brak informacji"
"117390","148467","2022-03-22 21:03:37","Odbyte konsultacje","Open","","_old_Product Owner","2022-06-12","2022.06/49","Własne","Tak","Tak","Tak"
"117265","145955","2022-03-21 09:01:02","Kandydaci","Open","","Data Science","2022-07-10","2022/8/39","Własne","Tak","Tak","Tak"
"117157","153706","2022-03-17 14:47:12","Propozycja konsultacji","Lost","4.4 Przeterminowani","_old_Scrum Master","2022-05-08","'2022.05/39","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"132637","153655","2022-03-17 13:00:54","Kolejka","Lost","4.4 Przeterminowani","_old_UX Designer Hybrydowy","2022-07-10","","Santander","","",""
"117139","153496","2022-03-17 09:57:39","Odbyte konsultacje","Lost","4.3 Samodzielnie znalazł pracę","Tester Oprogramowania","2022-05-29","2022.06/27","Santander","Tak","Tak","Tak"
"117060","153616","2022-03-16 13:31:02","Odbyte konsultacje","Open","","Python Developer","2022-07-31","2022/9/10","Amazon","Tak","Tak","Nie"
